Hour,Month,Day,Hour of Day,Generation (kWh)
1144,2,17,15,41.453
1145,2,17,16,19.576
1146,2,17,17,0.000
1147,2,17,18,0.000
1148,2,17,19,0.000
1149,2,17,20,0.000
1150,2,17,21,0.000
1151,2,17,22,0.000
1152,2,17,23,0.000
1153,2,18,0,0.000
1154,2,18,1,0.000
1155,2,18,2,0.000
1156,2,18,3,0.000
1157,2,18,4,0.000
1158,2,18,5,0.000
1159,2,18,6,0.000
1160,2,18,7,0.000
1161,2,18,8,4.963
1162,2,18,9,6.314
1163,2,18,10,17.870
1164,2,18,11,20.329
1165,2,18,12,32.251
1166,2,18,13,33.721
1167,2,18,14,17.471
1168,2,18,15,11.527
1169,2,18,16,7.559
1170,2,18,17,0.000
1171,2,18,18,0.000
1172,2,18,19,0.000
1173,2,18,20,0.000
1174,2,18,21,0.000
1175,2,18,22,0.000
1176,2,18,23,0.000
1177,2,19,0,0.000
1178,2,19,1,0.000
1179,2,19,2,0.000
1180,2,19,3,0.000
1181,2,19,4,0.000
1182,2,19,5,0.000
1183,2,19,6,0.000
1184,2,19,7,0.000
1185,2,19,8,7.578
1186,2,19,9,17.009
1187,2,19,10,8.489
1188,2,19,11,15.847
1189,2,19,12,9.569
1190,2,19,13,10.454
1191,2,19,14,12.512
1192,2,19,15,13.722
1193,2,19,16,14.226
1194,2,19,17,0.000
1195,2,19,18,0.000
1196,2,19,19,0.000
1197,2,19,20,0.000
1198,2,19,21,0.000
1199,2,19,22,0.000
1200,2,19,23,0.000
1201,2,20,0,0.000
1202,2,20,1,0.000
1203,2,20,2,0.000
1204,2,20,3,0.000
1205,2,20,4,0.000
1206,2,20,5,0.000
1207,2,20,6,0.000
1208,2,20,7,0.000
1209,2,20,8,11.600
1210,2,20,9,28.896
1211,2,20,10,42.081
1212,2,20,11,39.149
1213,2,20,12,37.219
1214,2,20,13,37.316
1215,2,20,14,21.578
1216,2,20,15,12.683
1217,2,20,16,10.244
1218,2,20,17,0.000
1219,2,20,18,0.000
1220,2,20,19,0.000
1221,2,20,20,0.000
1222,2,20,21,0.000
1223,2,20,22,0.000
1224,2,20,23,0.000
1225,2,21,0,0.000
1226,2,21,1,0.000
1227,2,21,2,0.000
1228,2,21,3,0.000
1229,2,21,4,0.000
1230,2,21,5,0.000
1231,2,21,6,0.000
1232,2,21,7,0.000
1233,2,21,8,11.215
1234,2,21,9,15.608
1235,2,21,10,25.363
1236,2,21,11,41.115
1237,2,21,12,33.610
1238,2,21,13,39.202
1239,2,21,14,34.065
1240,2,21,15,22.329
1241,2,21,16,17.233
1242,2,21,17,0.000
1243,2,21,18,0.000
1244,2,21,19,0.000
1245,2,21,20,0.000
1246,2,21,21,0.000
1247,2,21,22,0.000
1248,2,21,23,0.000
1249,2,22,0,0.000
1250,2,22,1,0.000
1251,2,22,2,0.000
1252,2,22,3,0.000
1253,2,22,4,0.000
1254,2,22,5,0.000
1255,2,22,6,0.000
1256,2,22,7,0.000
1257,2,22,8,9.498
1258,2,22,9,25.381
1259,2,22,10,23.169
1260,2,22,11,34.408
1261,2,22,12,49.830
1262,2,22,13,59.356
1263,2,22,14,41.624
1264,2,22,15,28.780
1265,2,22,16,15.023
1266,2,22,17,0.000
1267,2,22,18,0.000
1268,2,22,19,0.000
1269,2,22,20,0.000
1270,2,22,21,0.000
1271,2,22,22,0.000
1272,2,22,23,0.000
1273,2,23,0,0.000
1274,2,23,1,0.000
1275,2,23,2,0.000
1276,2,23,3,0.000
1277,2,23,4,0.000
1278,2,23,5,0.000
1279,2,23,6,0.000
1280,2,23,7,0.000
1281,2,23,8,19.670
1282,2,23,9,44.816
1283,2,23,10,60.375
1284,2,23,11,58.015
1285,2,23,12,67.517
1286,2,23,13,56.575
1287,2,23,14,47.438
1288,2,23,15,46.673
1289,2,23,16,19.878
1290,2,23,17,0.000
1291,2,23,18,0.000
1292,2,23,19,0.000
1293,2,23,20,0.000
1294,2,23,21,0.000
1295,2,23,22,0.000
1296,2,23,23,0.000
1297,2,24,0,0.000
1298,2,24,1,0.000
1299,2,24,2,0.000
1300,2,24,3,0.000
1301,2,24,4,0.000
1302,2,24,5,0.000
1303,2,24,6,0.000
1304,2,24,7,0.000
1305,2,24,8,19.093
1306,2,24,9,41.098
1307,2,24,10,55.141
1308,2,24,11,55.816
1309,2,24,12,56.574
1310,2,24,13,67.527
1311,2,24,14,67.774
1312,2,24,15,41.975
1313,2,24,16,30.424
1314,2,24,17,0.462
1315,2,24,18,0.000
1316,2,24,19,0.000
1317,2,24,20,0.000
1318,2,24,21,0.000
1319,2,24,22,0.000
1320,2,24,23,0.000
1321,2,25,0,0.000
1322,2,25,1,0.000
1323,2,25,2,0.000
1324,2,25,3,0.000
1325,2,25,4,0.000
1326,2,25,5,0.000
1327,2,25,6,0.000
1328,2,25,7,0.000
1329,2,25,8,18.202
1330,2,25,9,32.309
1331,2,25,10,47.776
1332,2,25,11,57.508
1333,2,25,12,53.243
1334,2,25,13,56.954
1335,2,25,14,50.332
1336,2,25,15,45.609
1337,2,25,16,23.648
1338,2,25,17,0.386
1339,2,25,18,0.000
1340,2,25,19,0.000
1341,2,25,20,0.000
1342,2,25,21,0.000
1343,2,25,22,0.000
1344,2,25,23,0.000
1345,2,26,0,0.000
1346,2,26,1,0.000
1347,2,26,2,0.000
1348,2,26,3,0.000
1349,2,26,4,0.000
1350,2,26,5,0.000
1351,2,26,6,0.000
1352,2,26,7,0.000
1353,2,26,8,16.529
1354,2,26,9,39.079
1355,2,26,10,57.009
1356,2,26,11,45.248
1357,2,26,12,34.173
1358,2,26,13,49.826
1359,2,26,14,43.954
1360,2,26,15,28.659
1361,2,26,16,32.273
1362,2,26,17,0.550
1363,2,26,18,0.000
1364,2,26,19,0.000
1365,2,26,20,0.000
1366,2,26,21,0.000
1367,2,26,22,0.000
1368,2,26,23,0.000
1369,2,27,0,0.000
1370,2,27,1,0.000
1371,2,27,2,0.000
1372,2,27,3,0.000
1373,2,27,4,0.000
1374,2,27,5,0.000
1375,2,27,6,0.000
1376,2,27,7,0.000
1377,2,27,8,12.644
1378,2,27,9,25.175
1379,2,27,10,43.194
1380,2,27,11,54.731
1381,2,27,12,39.852
1382,2,27,13,55.180
1383,2,27,14,44.357
1384,2,27,15,55.859
1385,2,27,16,28.471
1386,2,27,17,0.845
1387,2,27,18,0.000
1388,2,27,19,0.000
1389,2,27,20,0.000
1390,2,27,21,0.000
1391,2,27,22,0.000
1392,2,27,23,0.000
1393,2,28,0,0.000
1394,2,28,1,0.000
1395,2,28,2,0.000
1396,2,28,3,0.000
1397,2,28,4,0.000
1398,2,28,5,0.000
1399,2,28,6,0.000
1400,2,28,7,0.000
1401,2,28,8,11.923
1402,2,28,9,12.764
1403,2,28,10,21.627
1404,2,28,11,17.069
1405,2,28,12,35.452
1406,2,28,13,27.625
1407,2,28,14,19.955
1408,2,28,15,9.088
1409,2,28,16,15.439
1410,2,28,17,0.758
1411,2,28,18,0.000
1412,2,28,19,0.000
1413,2,28,20,0.000
1414,2,28,21,0.000
1415,2,28,22,0.000
1416,2,28,23,0.000
1417,2,29,0,0.000
1418,2,29,1,0.000
1419,2,29,2,0.000
1420,2,29,3,0.000
1421,2,29,4,0.000
1422,2,29,5,0.000
1423,2,29,6,0.000
1424,2,29,7,0.000
1425,2,29,8,9.334
1426,2,29,9,13.713
1427,2,29,10,19.651
1428,2,29,11,19.162
1429,2,29,12,9.878
1430,2,29,13,10.174
1431,2,29,14,11.146
1432,2,29,15,11.921
1433,2,29,16,11.818
1434,2,29,17,1.181
1435,2,29,18,0.000
1436,2,29,19,0.000
1437,2,29,20,0.000
1438,2,29,21,0.000
1439,2,29,22,0.000
1440,2,29,23,0.000
1441,3,1,0,0.000
1442,3,1,1,0.000
1443,3,1,2,0.000
1444,3,1,3,0.000
1445,3,1,4,0.000
1446,3,1,5,0.000
1447,3,1,6,0.000
1448,3,1,7,0.000
1449,3,1,8,10.670
1450,3,1,9,6.553
1451,3,1,10,19.015
1452,3,1,11,21.360
1453,3,1,12,17.993
1454,3,1,13,25.592
1455,3,1,14,31.008
1456,3,1,15,19.654
1457,3,1,16,11.820
1458,3,1,17,0.692
1459,3,1,18,0.000
1460,3,1,19,0.000
1461,3,1,20,0.000
1462,3,1,21,0.000
1463,3,1,22,0.000
1464,3,1,23,0.000
1465,3,2,0,0.000
1466,3,2,1,0.000
1467,3,2,2,0.000
1468,3,2,3,0.000
1469,3,2,4,0.000
1470,3,2,5,0.000
1471,3,2,6,0.000
1472,3,2,7,0.000
1473,3,2,8,8.242
1474,3,2,9,19.886
1475,3,2,10,14.007
1476,3,2,11,28.778
1477,3,2,12,5.918
1478,3,2,13,23.189
1479,3,2,14,19.034
1480,3,2,15,18.410
1481,3,2,16,10.975
1482,3,2,17,2.630
1483,3,2,18,0.000
1484,3,2,19,0.000
1485,3,2,20,0.000
1486,3,2,21,0.000
1487,3,2,22,0.000
1488,3,2,23,0.000
1489,3,3,0,0.000
1490,3,3,1,0.000
1491,3,3,2,0.000
1492,3,3,3,0.000
1493,3,3,4,0.000
1494,3,3,5,0.000
1495,3,3,6,0.000
1496,3,3,7,0.000
1497,3,3,8,16.277
1498,3,3,9,32.073
1499,3,3,10,27.875
1500,3,3,11,31.319
1501,3,3,12,36.624
1502,3,3,13,49.499
1503,3,3,14,18.347
1504,3,3,15,18.490
1505,3,3,16,7.957
1506,3,3,17,1.483
1507,3,3,18,0.000
1508,3,3,19,0.000
1509,3,3,20,0.000
1510,3,3,21,0.000
1511,3,3,22,0.000
1512,3,3,23,0.000
1513,3,4,0,0.000
1514,3,4,1,0.000
1515,3,4,2,0.000
1516,3,4,3,0.000
1517,3,4,4,0.000
1518,3,4,5,0.000
1519,3,4,6,0.000
1520,3,4,7,0.000
1521,3,4,8,15.559
1522,3,4,9,20.566
1523,3,4,10,29.532
1524,3,4,11,26.820
1525,3,4,12,6.355
1526,3,4,13,37.426
1527,3,4,14,24.872
1528,3,4,15,17.244
1529,3,4,16,18.485
1530,3,4,17,2.804
1531,3,4,18,0.000
1532,3,4,19,0.000
1533,3,4,20,0.000
1534,3,4,21,0.000
1535,3,4,22,0.000
1536,3,4,23,0.000
1537,3,5,0,0.000
1538,3,5,1,0.000
1539,3,5,2,0.000
1540,3,5,3,0.000
1541,3,5,4,0.000
1542,3,5,5,0.000
1543,3,5,6,0.000
1544,3,5,7,0.603
1545,3,5,8,13.616
1546,3,5,9,12.535
1547,3,5,10,32.412
1548,3,5,11,33.887
1549,3,5,12,41.493
1550,3,5,13,49.386
1551,3,5,14,45.113
1552,3,5,15,30.766
1553,3,5,16,28.407
1554,3,5,17,5.784
1555,3,5,18,0.000
1556,3,5,19,0.000
1557,3,5,20,0.000
1558,3,5,21,0.000
1559,3,5,22,0.000
1560,3,5,23,0.000
1561,3,6,0,0.000
1562,3,6,1,0.000
1563,3,6,2,0.000
1564,3,6,3,0.000
1565,3,6,4,0.000
1566,3,6,5,0.000
1567,3,6,6,0.000
1568,3,6,7,0.663
1569,3,6,8,10.067
1570,3,6,9,14.965
1571,3,6,10,20.932
1572,3,6,11,36.060
1573,3,6,12,33.228
1574,3,6,13,44.913
1575,3,6,14,51.171
1576,3,6,15,37.935
1577,3,6,16,20.353
1578,3,6,17,4.618
1579,3,6,18,0.000
1580,3,6,19,0.000
1581,3,6,20,0.000
1582,3,6,21,0.000
1583,3,6,22,0.000
1584,3,6,23,0.000
1585,3,7,0,0.000
1586,3,7,1,0.000
1587,3,7,2,0.000
1588,3,7,3,0.000
1589,3,7,4,0.000
1590,3,7,5,0.000
1591,3,7,6,0.000
1592,3,7,7,0.000
1593,3,7,8,7.593
1594,3,7,9,16.482
1595,3,7,10,13.251
1596,3,7,11,18.850
1597,3,7,12,15.937
1598,3,7,13,34.115
1599,3,7,14,43.687
1600,3,7,15,30.557
1601,3,7,16,17.904
1602,3,7,17,6.328
1603,3,7,18,0.000
1604,3,7,19,0.000
1605,3,7,20,0.000
1606,3,7,21,0.000
1607,3,7,22,0.000
1608,3,7,23,0.000
1609,3,8,0,0.000
1610,3,8,1,0.000
1611,3,8,2,0.000
1612,3,8,3,0.000
1613,3,8,4,0.000
1614,3,8,5,0.000
1615,3,8,6,0.000
1616,3,8,7,1.189
1617,3,8,8,19.519
1618,3,8,9,23.893
1619,3,8,10,24.420
1620,3,8,11,32.640
1621,3,8,12,48.512
1622,3,8,13,43.377
1623,3,8,14,40.708
1624,3,8,15,30.984
1625,3,8,16,18.626
1626,3,8,17,5.083
1627,3,8,18,0.000
1628,3,8,19,0.000
1629,3,8,20,0.000
1630,3,8,21,0.000
1631,3,8,22,0.000
1632,3,8,23,0.000
1633,3,9,0,0.000
1634,3,9,1,0.000
1635,3,9,2,0.000
1636,3,9,3,0.000
1637,3,9,4,0.000
1638,3,9,5,0.000
1639,3,9,6,0.000
1640,3,9,7,1.510
1641,3,9,8,12.127
1642,3,9,9,15.079
1643,3,9,10,17.837
1644,3,9,11,41.526
1645,3,9,12,40.999
1646,3,9,13,37.940
1647,3,9,14,29.082
1648,3,9,15,26.725
1649,3,9,16,16.605
1650,3,9,17,7.223
1651,3,9,18,0.000
1652,3,9,19,0.000
1653,3,9,20,0.000
1654,3,9,21,0.000
1655,3,9,22,0.000
1656,3,9,23,0.000
1657,3,10,0,0.000
1658,3,10,1,0.000
1659,3,10,2,0.000
1660,3,10,3,0.000
1661,3,10,4,0.000
1662,3,10,5,0.000
1663,3,10,6,0.000
1664,3,10,7,1.265
1665,3,10,8,22.330
1666,3,10,9,43.150
1667,3,10,10,49.579
1668,3,10,11,53.931
1669,3,10,12,24.395
1670,3,10,13,26.775
1671,3,10,14,29.504
1672,3,10,15,21.939
1673,3,10,16,11.962
1674,3,10,17,5.832
1675,3,10,18,0.000
1676,3,10,19,0.000
1677,3,10,20,0.000
1678,3,10,21,0.000
1679,3,10,22,0.000
1680,3,10,23,0.000
1681,3,11,0,0.000
1682,3,11,1,0.000
1683,3,11,2,0.000
1684,3,11,3,0.000
1685,3,11,4,0.000
1686,3,11,5,0.000
1687,3,11,6,0.000
1688,3,11,7,0.741
1689,3,11,8,6.296
1690,3,11,9,8.932
1691,3,11,10,16.592
1692,3,11,11,22.491
1693,3,11,12,30.769
1694,3,11,13,18.527
1695,3,11,14,20.275
1696,3,11,15,9.928
1697,3,11,16,11.131
1698,3,11,17,4.303
1699,3,11,18,0.000
1700,3,11,19,0.000
1701,3,11,20,0.000
1702,3,11,21,0.000
1703,3,11,22,0.000
1704,3,11,23,0.000
1705,3,12,0,0.000
1706,3,12,1,0.000
1707,3,12,2,0.000
1708,3,12,3,0.000
1709,3,12,4,0.000
1710,3,12,5,0.000
1711,3,12,6,0.000
1712,3,12,7,1.785
1713,3,12,8,11.965
1714,3,12,9,15.815
1715,3,12,10,23.254
1716,3,12,11,9.327
1717,3,12,12,13.499
1718,3,12,13,22.246
1719,3,12,14,38.588
1720,3,12,15,35.154
1721,3,12,16,27.831
1722,3,12,17,8.040
1723,3,12,18,0.000
1724,3,12,19,0.000
1725,3,12,20,0.000
1726,3,12,21,0.000
1727,3,12,22,0.000
1728,3,12,23,0.000
1729,3,13,0,0.000
1730,3,13,1,0.000
1731,3,13,2,0.000
1732,3,13,3,0.000
1733,3,13,4,0.000
1734,3,13,5,0.000
1735,3,13,6,0.000
1736,3,13,7,1.882
1737,3,13,8,17.679
1738,3,13,9,26.998
1739,3,13,10,25.451
1740,3,13,11,43.241
1741,3,13,12,44.250
1742,3,13,13,15.864
1743,3,13,14,39.518
1744,3,13,15,26.279
1745,3,13,16,15.619
1746,3,13,17,6.545
1747,3,13,18,0.000
1748,3,13,19,0.000
1749,3,13,20,0.000
1750,3,13,21,0.000
1751,3,13,22,0.000
1752,3,13,23,0.000
1753,3,14,0,0.000
1754,3,14,1,0.000
1755,3,14,2,0.000
1756,3,14,3,0.000
1757,3,14,4,0.000
1758,3,14,5,0.000
1759,3,14,6,0.000
1760,3,14,7,0.861
1761,3,14,8,7.270
1762,3,14,9,14.879
1763,3,14,10,22.227
1764,3,14,11,33.844
1765,3,14,12,34.461
1766,3,14,13,43.958
1767,3,14,14,46.744
1768,3,14,15,37.266
1769,3,14,16,34.462
1770,3,14,17,7.120
1771,3,14,18,0.000
1772,3,14,19,0.000
1773,3,14,20,0.000
1774,3,14,21,0.000
1775,3,14,22,0.000
1776,3,14,23,0.000
1777,3,15,0,0.000
1778,3,15,1,0.000
1779,3,15,2,0.000
1780,3,15,3,0.000
1781,3,15,4,0.000
1782,3,15,5,0.000
1783,3,15,6,0.000
1784,3,15,7,2.193
1785,3,15,8,6.005
1786,3,15,9,21.607
1787,3,15,10,21.482
1788,3,15,11,10.020
1789,3,15,12,7.449
1790,3,15,13,11.580
1791,3,15,14,16.107
1792,3,15,15,9.729
1793,3,15,16,18.589
1794,3,15,17,6.242
1795,3,15,18,0.000
1796,3,15,19,0.000
1797,3,15,20,0.000
1798,3,15,21,0.000
1799,3,15,22,0.000
1800,3,15,23,0.000
1801,3,16,0,0.000
1802,3,16,1,0.000
1803,3,16,2,0.000
1804,3,16,3,0.000
1805,3,16,4,0.000
1806,3,16,5,0.000
1807,3,16,6,0.000
1808,3,16,7,3.087
1809,3,16,8,12.526
1810,3,16,9,26.252
1811,3,16,10,53.045
1812,3,16,11,46.851
1813,3,16,12,49.384
1814,3,16,13,51.911
1815,3,16,14,31.434
1816,3,16,15,30.972
1817,3,16,16,17.821
1818,3,16,17,6.529
1819,3,16,18,0.000
1820,3,16,19,0.000
1821,3,16,20,0.000
1822,3,16,21,0.000
1823,3,16,22,0.000
1824,3,16,23,0.000
1825,3,17,0,0.000
1826,3,17,1,0.000
1827,3,17,2,0.000
1828,3,17,3,0.000
1829,3,17,4,0.000
1830,3,17,5,0.000
1831,3,17,6,0.000
1832,3,17,7,3.788
1833,3,17,8,19.552
1834,3,17,9,27.194
1835,3,17,10,34.274
1836,3,17,11,41.558
1837,3,17,12,40.806
1838,3,17,13,28.153
1839,3,17,14,28.632
1840,3,17,15,17.148
1841,3,17,16,15.268
1842,3,17,17,5.540
1843,3,17,18,0.000
1844,3,17,19,0.000
1845,3,17,20,0.000
1846,3,17,21,0.000
1847,3,17,22,0.000
1848,3,17,23,0.000
1849,3,18,0,0.000
1850,3,18,1,0.000
1851,3,18,2,0.000
1852,3,18,3,0.000
1853,3,18,4,0.000
1854,3,18,5,0.000
1855,3,18,6,0.000
1856,3,18,7,7.722
1857,3,18,8,21.127
1858,3,18,9,37.466
1859,3,18,10,46.210
1860,3,18,11,58.079
1861,3,18,12,67.556
1862,3,18,13,67.850
1863,3,18,14,53.499
1864,3,18,15,49.225
1865,3,18,16,33.632
1866,3,18,17,11.848
1867,3,18,18,0.000
1868,3,18,19,0.000
1869,3,18,20,0.000
1870,3,18,21,0.000
1871,3,18,22,0.000
1872,3,18,23,0.000
1873,3,19,0,0.000
1874,3,19,1,0.000
1875,3,19,2,0.000
1876,3,19,3,0.000
1877,3,19,4,0.000
1878,3,19,5,0.000
1879,3,19,6,0.000
1880,3,19,7,7.909
1881,3,19,8,20.294
1882,3,19,9,43.332
1883,3,19,10,47.241
1884,3,19,11,44.272
1885,3,19,12,42.486
1886,3,19,13,36.947
1887,3,19,14,41.678
1888,3,19,15,39.838
1889,3,19,16,24.139
1890,3,19,17,10.077
1891,3,19,18,0.000
1892,3,19,19,0.000
1893,3,19,20,0.000
1894,3,19,21,0.000
1895,3,19,22,0.000
1896,3,19,23,0.000
1897,3,20,0,0.000
1898,3,20,1,0.000
1899,3,20,2,0.000
1900,3,20,3,0.000
1901,3,20,4,0.000
1902,3,20,5,0.000
1903,3,20,6,0.000
1904,3,20,7,9.772
1905,3,20,8,28.474
1906,3,20,9,44.356
1907,3,20,10,47.842
1908,3,20,11,52.337
1909,3,20,12,51.633
1910,3,20,13,52.674
1911,3,20,14,49.828
1912,3,20,15,38.559
1913,3,20,16,29.224
1914,3,20,17,10.698
1915,3,20,18,0.000
1916,3,20,19,0.000
1917,3,20,20,0.000
1918,3,20,21,0.000
1919,3,20,22,0.000
1920,3,20,23,0.000
1921,3,21,0,0.000
1922,3,21,1,0.000
1923,3,21,2,0.000
1924,3,21,3,0.000
1925,3,21,4,0.000
1926,3,21,5,0.000
1927,3,21,6,0.000
1928,3,21,7,5.882
1929,3,21,8,14.338
1930,3,21,9,22.519
1931,3,21,10,32.518
1932,3,21,11,37.878
1933,3,21,12,40.396
1934,3,21,13,42.872
1935,3,21,14,35.644
1936,3,21,15,27.584
1937,3,21,16,22.361
1938,3,21,17,6.653
1939,3,21,18,0.000
1940,3,21,19,0.000
1941,3,21,20,0.000
1942,3,21,21,0.000
1943,3,21,22,0.000
1944,3,21,23,0.000
1945,3,22,0,0.000
1946,3,22,1,0.000
1947,3,22,2,0.000
1948,3,22,3,0.000
1949,3,22,4,0.000
1950,3,22,5,0.000
1951,3,22,6,0.000
1952,3,22,7,7.837
1953,3,22,8,16.415
1954,3,22,9,33.396
1955,3,22,10,57.836
1956,3,22,11,47.987
1957,3,22,12,40.912
1958,3,22,13,34.571
1959,3,22,14,42.336
1960,3,22,15,31.533
1961,3,22,16,24.316
1962,3,22,17,11.231
1963,3,22,18,0.000
1964,3,22,19,0.000
1965,3,22,20,0.000
1966,3,22,21,0.000
1967,3,22,22,0.000
1968,3,22,23,0.000
1969,3,23,0,0.000
1970,3,23,1,0.000
1971,3,23,2,0.000
1972,3,23,3,0.000
1973,3,23,4,0.000
1974,3,23,5,0.000
1975,3,23,6,0.000
1976,3,23,7,12.080
1977,3,23,8,30.205
1978,3,23,9,49.330
1979,3,23,10,68.919
1980,3,23,11,56.255
1981,3,23,12,56.537
1982,3,23,13,49.236
1983,3,23,14,43.860
1984,3,23,15,32.591
1985,3,23,16,25.498
1986,3,23,17,7.911
1987,3,23,18,0.000
1988,3,23,19,0.000
1989,3,23,20,0.000
1990,3,23,21,0.000
1991,3,23,22,0.000
1992,3,23,23,0.000
1993,3,24,0,0.000
1994,3,24,1,0.000
1995,3,24,2,0.000
1996,3,24,3,0.000
1997,3,24,4,0.000
1998,3,24,5,0.000
1999,3,24,6,0.000
2000,3,24,7,16.439
2001,3,24,8,45.782
2002,3,24,9,74.197
2003,3,24,10,91.814
2004,3,24,11,85.965
2005,3,24,12,90.003
2006,3,24,13,80.425
2007,3,24,14,78.176
2008,3,24,15,58.692
2009,3,24,16,48.925
2010,3,24,17,18.665
2011,3,24,18,0.000
2012,3,24,19,0.000
2013,3,24,20,0.000
2014,3,24,21,0.000
2015,3,24,22,0.000
2016,3,24,23,0.000
2017,3,25,0,0.000
2018,3,25,1,0.000
2019,3,25,2,0.000
2020,3,25,3,0.000
2021,3,25,4,0.000
2022,3,25,5,0.000
2023,3,25,6,0.000
2024,3,25,7,7.845
2025,3,25,8,29.012
2026,3,25,9,59.079
2027,3,25,10,55.765
2028,3,25,11,57.022
2029,3,25,12,68.703
2030,3,25,13,79.864
2031,3,25,14,50.874
2032,3,25,15,38.252
2033,3,25,16,42.327
2034,3,25,17,14.262
2035,3,25,18,0.000
2036,3,25,19,0.000
2037,3,25,20,0.000
2038,3,25,21,0.000
2039,3,25,22,0.000
2040,3,25,23,0.000
2041,3,26,0,0.000
2042,3,26,1,0.000
2043,3,26,2,0.000
2044,3,26,3,0.000
2045,3,26,4,0.000
2046,3,26,5,0.000
2047,3,26,6,0.000
2048,3,26,7,10.333
2049,3,26,8,20.348
2050,3,26,9,37.733
2051,3,26,10,44.434
2052,3,26,11,40.429
2053,3,26,12,46.694
2054,3,26,13,59.447
2055,3,26,14,53.547
2056,3,26,15,40.311
2057,3,26,16,29.534
2058,3,26,17,14.153
2059,3,26,18,0.107
2060,3,26,19,0.000
2061,3,26,20,0.000
2062,3,26,21,0.000
2063,3,26,22,0.000
2064,3,26,23,0.000
2065,3,27,0,0.000
2066,3,27,1,0.000
2067,3,27,2,0.000
2068,3,27,3,0.000
2069,3,27,4,0.000
2070,3,27,5,0.000
2071,3,27,6,0.000
2072,3,27,7,13.135
2073,3,27,8,25.115
2074,3,27,9,43.704
2075,3,27,10,52.732
2076,3,27,11,62.068
2077,3,27,12,63.198
2078,3,27,13,63.343
2079,3,27,14,48.386
2080,3,27,15,56.120
2081,3,27,16,27.247
2082,3,27,17,10.203
2083,3,27,18,0.080
2084,3,27,19,0.000
2085,3,27,20,0.000
2086,3,27,21,0.000
2087,3,27,22,0.000
2088,3,27,23,0.000
2089,3,28,0,0.000
2090,3,28,1,0.000
2091,3,28,2,0.000
2092,3,28,3,0.000
2093,3,28,4,0.000
2094,3,28,5,0.000
2095,3,28,6,0.000
2096,3,28,7,9.327
2097,3,28,8,28.803
2098,3,28,9,41.280
2099,3,28,10,40.749
2100,3,28,11,42.294
2101,3,28,12,35.796
2102,3,28,13,40.545
2103,3,28,14,39.070
2104,3,28,15,41.511
2105,3,28,16,21.057
2106,3,28,17,9.186
2107,3,28,18,0.174
2108,3,28,19,0.000
2109,3,28,20,0.000
2110,3,28,21,0.000
2111,3,28,22,0.000
2112,3,28,23,0.000
2113,3,29,0,0.000
2114,3,29,1,0.000
2115,3,29,2,0.000
2116,3,29,3,0.000
2117,3,29,4,0.000
2118,3,29,5,0.000
2119,3,29,6,0.000
2120,3,29,7,10.709
2121,3,29,8,19.400
2122,3,29,9,31.358
2123,3,29,10,42.244
2124,3,29,11,66.204
2125,3,29,12,61.090
2126,3,29,13,48.461
2127,3,29,14,37.025
2128,3,29,15,37.808
2129,3,29,16,19.896
2130,3,29,17,9.174
2131,3,29,18,0.163
2132,3,29,19,0.000
2133,3,29,20,0.000
2134,3,29,21,0.000
2135,3,29,22,0.000
2136,3,29,23,0.000
2137,3,30,0,0.000
2138,3,30,1,0.000
2139,3,30,2,0.000
2140,3,30,3,0.000
2141,3,30,4,0.000
2142,3,30,5,0.000
2143,3,30,6,0.012
2144,3,30,7,10.868
2145,3,30,8,30.813
2146,3,30,9,36.141
2147,3,30,10,40.631
2148,3,30,11,55.310
2149,3,30,12,68.614
2150,3,30,13,44.114
2151,3,30,14,35.342
2152,3,30,15,28.821
2153,3,30,16,19.749
2154,3,30,17,10.650
2155,3,30,18,0.266
2156,3,30,19,0.000
2157,3,30,20,0.000
2158,3,30,21,0.000
2159,3,30,22,0.000
2160,3,30,23,0.000
2161,3,31,0,0.000
2162,3,31,1,0.000
2163,3,31,2,0.000
2164,3,31,3,0.000
2165,3,31,4,0.000
2166,3,31,5,0.000
2167,3,31,6,0.167
2168,3,31,7,12.562
2169,3,31,8,18.933
2170,3,31,9,25.762
2171,3,31,10,31.388
2172,3,31,11,49.436
2173,3,31,12,27.299
2174,3,31,13,24.124
2175,3,31,14,31.785
2176,3,31,15,30.522
2177,3,31,16,18.261
2178,3,31,17,12.875
2179,3,31,18,0.422
2180,3,31,19,0.000
2181,3,31,20,0.000
2182,3,31,21,0.000
2183,3,31,22,0.000
2184,3,31,23,0.000
2185,4,1,0,0.000
2186,4,1,1,0.000
2187,4,1,2,0.000
2188,4,1,3,0.000
2189,4,1,4,0.000
2190,4,1,5,0.000
2191,4,1,6,0.410
2192,4,1,7,9.684
2193,4,1,8,22.921
2194,4,1,9,34.993
2195,4,1,10,36.412
2196,4,1,11,56.814
2197,4,1,12,55.326
2198,4,1,13,52.922
2199,4,1,14,42.435
2200,4,1,15,27.946
2201,4,1,16,27.218
2202,4,1,17,10.333
2203,4,1,18,0.478
2204,4,1,19,0.000
2205,4,1,20,0.000
2206,4,1,21,0.000
2207,4,1,22,0.000
2208,4,1,23,0.000
2209,4,2,0,0.000
2210,4,2,1,0.000
2211,4,2,2,0.000
2212,4,2,3,0.000
2213,4,2,4,0.000
2214,4,2,5,0.000
2215,4,2,6,0.366
2216,4,2,7,8.203
2217,4,2,8,18.687
