Hour,Month,Day,Hour of Day,Generation (kWh)
2218,4,2,9,28.137
2219,4,2,10,30.904
2220,4,2,11,46.069
2221,4,2,12,39.086
2222,4,2,13,51.771
2223,4,2,14,54.055
2224,4,2,15,40.497
2225,4,2,16,25.695
2226,4,2,17,9.507
2227,4,2,18,0.559
2228,4,2,19,0.000
2229,4,2,20,0.000
2230,4,2,21,0.000
2231,4,2,22,0.000
2232,4,2,23,0.000
2233,4,3,0,0.000
2234,4,3,1,0.000
2235,4,3,2,0.000
2236,4,3,3,0.000
2237,4,3,4,0.000
2238,4,3,5,0.000
2239,4,3,6,0.481
2240,4,3,7,7.469
2241,4,3,8,22.408
2242,4,3,9,34.765
2243,4,3,10,23.155
2244,4,3,11,20.426
2245,4,3,12,27.145
2246,4,3,13,52.435
2247,4,3,14,43.290
2248,4,3,15,35.819
2249,4,3,16,12.289
2250,4,3,17,7.189
2251,4,3,18,0.971
2252,4,3,19,0.000
2253,4,3,20,0.000
2254,4,3,21,0.000
2255,4,3,22,0.000
2256,4,3,23,0.000
2257,4,4,0,0.000
2258,4,4,1,0.000
2259,4,4,2,0.000
2260,4,4,3,0.000
2261,4,4,4,0.000
2262,4,4,5,0.000
2263,4,4,6,0.759
2264,4,4,7,15.212
2265,4,4,8,35.504
2266,4,4,9,45.050
2267,4,4,10,53.704
2268,4,4,11,75.448
2269,4,4,12,76.016
2270,4,4,13,74.729
2271,4,4,14,52.361
2272,4,4,15,43.263
2273,4,4,16,28.921
2274,4,4,17,11.389
2275,4,4,18,0.581
2276,4,4,19,0.000
2277,4,4,20,0.000
2278,4,4,21,0.000
2279,4,4,22,0.000
2280,4,4,23,0.000
2281,4,5,0,0.000
2282,4,5,1,0.000
2283,4,5,2,0.000
2284,4,5,3,0.000
2285,4,5,4,0.000
2286,4,5,5,0.000
2287,4,5,6,1.016
2288,4,5,7,11.657
2289,4,5,8,27.153
2290,4,5,9,42.183
2291,4,5,10,38.134
2292,4,5,11,43.523
2293,4,5,12,74.847
2294,4,5,13,79.855
2295,4,5,14,60.771
2296,4,5,15,48.811
2297,4,5,16,31.294
2298,4,5,17,15.158
2299,4,5,18,0.991
2300,4,5,19,0.000
2301,4,5,20,0.000
2302,4,5,21,0.000
2303,4,5,22,0.000
2304,4,5,23,0.000
2305,4,6,0,0.000
2306,4,6,1,0.000
2307,4,6,2,0.000
2308,4,6,3,0.000
2309,4,6,4,0.000
2310,4,6,5,0.000
2311,4,6,6,1.000
2312,4,6,7,5.981
2313,4,6,8,11.984
2314,4,6,9,12.195
2315,4,6,10,21.282
2316,4,6,11,41.773
2317,4,6,12,56.346
2318,4,6,13,55.305
2319,4,6,14,50.532
2320,4,6,15,51.338
2321,4,6,16,29.504
2322,4,6,17,12.185
2323,4,6,18,1.037
2324,4,6,19,0.000
2325,4,6,20,0.000
2326,4,6,21,0.000
2327,4,6,22,0.000
2328,4,6,23,0.000
2329,4,7,0,0.000
2330,4,7,1,0.000
2331,4,7,2,0.000
2332,4,7,3,0.000
2333,4,7,4,0.000
2334,4,7,5,0.000
2335,4,7,6,2.150
2336,4,7,7,19.498
2337,4,7,8,42.403
2338,4,7,9,64.235
2339,4,7,10,75.022
2340,4,7,11,88.280
2341,4,7,12,86.612
2342,4,7,13,88.221
2343,4,7,14,78.514
2344,4,7,15,56.902
2345,4,7,16,33.246
2346,4,7,17,15.315
2347,4,7,18,2.045
2348,4,7,19,0.000
2349,4,7,20,0.000
2350,4,7,21,0.000
2351,4,7,22,0.000
2352,4,7,23,0.000
2353,4,8,0,0.000
2354,4,8,1,0.000
2355,4,8,2,0.000
2356,4,8,3,0.000
2357,4,8,4,0.000
2358,4,8,5,0.000
2359,4,8,6,2.199
2360,4,8,7,20.825
2361,4,8,8,46.461
2362,4,8,9,74.939
2363,4,8,10,93.829
2364,4,8,11,96.888
2365,4,8,12,102.941
2366,4,8,13,98.530
2367,4,8,14,83.251
2368,4,8,15,61.003
2369,4,8,16,31.009
2370,4,8,17,12.652
2371,4,8,18,1.283
2372,4,8,19,0.000
2373,4,8,20,0.000
2374,4,8,21,0.000
2375,4,8,22,0.000
2376,4,8,23,0.000
2377,4,9,0,0.000
2378,4,9,1,0.000
2379,4,9,2,0.000
2380,4,9,3,0.000
2381,4,9,4,0.000
2382,4,9,5,0.000
2383,4,9,6,1.960
2384,4,9,7,14.989
2385,4,9,8,26.648
2386,4,9,9,35.996
2387,4,9,10,49.793
2388,4,9,11,56.722
2389,4,9,12,57.298
2390,4,9,13,54.678
2391,4,9,14,40.545
2392,4,9,15,34.773
2393,4,9,16,33.299
2394,4,9,17,16.138
2395,4,9,18,1.795
2396,4,9,19,0.000
2397,4,9,20,0.000
2398,4,9,21,0.000
2399,4,9,22,0.000
2400,4,9,23,0.000
2401,4,10,0,0.000
2402,4,10,1,0.000
2403,4,10,2,0.000
2404,4,10,3,0.000
2405,4,10,4,0.000
2406,4,10,5,0.000
2407,4,10,6,1.837
2408,4,10,7,12.358
2409,4,10,8,34.505
2410,4,10,9,39.156
2411,4,10,10,51.954
2412,4,10,11,64.107
2413,4,10,12,70.201
2414,4,10,13,73.792
2415,4,10,14,66.949
2416,4,10,15,64.623
2417,4,10,16,41.013
2418,4,10,17,16.532
2419,4,10,18,2.023
2420,4,10,19,0.000
2421,4,10,20,0.000
2422,4,10,21,0.000
2423,4,10,22,0.000
2424,4,10,23,0.000
2425,4,11,0,0.000
2426,4,11,1,0.000
2427,4,11,2,0.000
2428,4,11,3,0.000
2429,4,11,4,0.000
2430,4,11,5,0.000
2431,4,11,6,1.711
2432,4,11,7,12.702
2433,4,11,8,30.207
2434,4,11,9,38.279
2435,4,11,10,37.482
2436,4,11,11,31.356
2437,4,11,12,10.588
2438,4,11,13,15.123
2439,4,11,14,14.284
2440,4,11,15,23.609
2441,4,11,16,20.660
2442,4,11,17,9.915
2443,4,11,18,3.022
2444,4,11,19,0.000
2445,4,11,20,0.000
2446,4,11,21,0.000
2447,4,11,22,0.000
2448,4,11,23,0.000
2449,4,12,0,0.000
2450,4,12,1,0.000
2451,4,12,2,0.000
2452,4,12,3,0.000
2453,4,12,4,0.000
2454,4,12,5,0.000
2455,4,12,6,2.608
2456,4,12,7,15.606
2457,4,12,8,31.680
2458,4,12,9,44.524
2459,4,12,10,40.959
2460,4,12,11,31.086
2461,4,12,12,25.728
2462,4,12,13,30.439
2463,4,12,14,26.867
2464,4,12,15,23.155
2465,4,12,16,19.486
2466,4,12,17,10.297
2467,4,12,18,2.236
2468,4,12,19,0.000
2469,4,12,20,0.000
2470,4,12,21,0.000
2471,4,12,22,0.000
2472,4,12,23,0.000
2473,4,13,0,0.000
2474,4,13,1,0.000
2475,4,13,2,0.000
2476,4,13,3,0.000
2477,4,13,4,0.000
2478,4,13,5,0.000
2479,4,13,6,2.671
2480,4,13,7,15.327
2481,4,13,8,30.649
2482,4,13,9,40.365
2483,4,13,10,41.760
2484,4,13,11,67.966
2485,4,13,12,67.949
2486,4,13,13,67.044
2487,4,13,14,46.631
2488,4,13,15,48.898
2489,4,13,16,31.934
2490,4,13,17,14.495
2491,4,13,18,1.795
2492,4,13,19,0.000
2493,4,13,20,0.000
2494,4,13,21,0.000
2495,4,13,22,0.000
2496,4,13,23,0.000
2497,4,14,0,0.000
2498,4,14,1,0.000
2499,4,14,2,0.000
2500,4,14,3,0.000
2501,4,14,4,0.000
2502,4,14,5,0.000
2503,4,14,6,3.915
2504,4,14,7,13.957
2505,4,14,8,33.282
2506,4,14,9,45.654
2507,4,14,10,45.058
2508,4,14,11,54.196
2509,4,14,12,61.446
2510,4,14,13,48.007
2511,4,14,14,42.500
2512,4,14,15,27.694
2513,4,14,16,20.162
2514,4,14,17,11.573
2515,4,14,18,3.131
2516,4,14,19,0.000
2517,4,14,20,0.000
2518,4,14,21,0.000
2519,4,14,22,0.000
2520,4,14,23,0.000
2521,4,15,0,0.000
2522,4,15,1,0.000
2523,4,15,2,0.000
2524,4,15,3,0.000
2525,4,15,4,0.000
2526,4,15,5,0.000
2527,4,15,6,3.789
2528,4,15,7,15.375
2529,4,15,8,23.145
2530,4,15,9,33.410
2531,4,15,10,37.659
2532,4,15,11,27.293
2533,4,15,12,50.015
2534,4,15,13,41.841
2535,4,15,14,32.165
2536,4,15,15,31.331
2537,4,15,16,29.745
2538,4,15,17,7.218
2539,4,15,18,2.362
2540,4,15,19,0.000
2541,4,15,20,0.000
2542,4,15,21,0.000
2543,4,15,22,0.000
2544,4,15,23,0.000
2545,4,16,0,0.000
2546,4,16,1,0.000
2547,4,16,2,0.000
2548,4,16,3,0.000
2549,4,16,4,0.000
2550,4,16,5,0.000
2551,4,16,6,2.567
2552,4,16,7,13.058
2553,4,16,8,25.764
2554,4,16,9,44.524
2555,4,16,10,43.861
2556,4,16,11,47.238
2557,4,16,12,50.344
2558,4,16,13,50.343
2559,4,16,14,48.874
2560,4,16,15,41.543
2561,4,16,16,32.745
2562,4,16,17,13.106
2563,4,16,18,3.794
2564,4,16,19,0.000
2565,4,16,20,0.000
2566,4,16,21,0.000
2567,4,16,22,0.000
2568,4,16,23,0.000
2569,4,17,0,0.000
2570,4,17,1,0.000
2571,4,17,2,0.000
2572,4,17,3,0.000
2573,4,17,4,0.000
2574,4,17,5,0.000
2575,4,17,6,4.147
2576,4,17,7,21.598
2577,4,17,8,43.221
2578,4,17,9,62.683
2579,4,17,10,71.958
2580,4,17,11,84.891
2581,4,17,12,91.603
2582,4,17,13,87.848
2583,4,17,14,81.761
2584,4,17,15,64.980
2585,4,17,16,41.533
2586,4,17,17,19.530
2587,4,17,18,3.118
2588,4,17,19,0.000
2589,4,17,20,0.000
2590,4,17,21,0.000
2591,4,17,22,0.000
2592,4,17,23,0.000
2593,4,18,0,0.000
2594,4,18,1,0.000
2595,4,18,2,0.000
2596,4,18,3,0.000
2597,4,18,4,0.000
2598,4,18,5,0.000
2599,4,18,6,5.058
2600,4,18,7,21.013
2601,4,18,8,39.308
2602,4,18,9,52.128
2603,4,18,10,60.094
2604,4,18,11,67.218
2605,4,18,12,82.696
2606,4,18,13,76.959
2607,4,18,14,72.011
2608,4,18,15,55.445
2609,4,18,16,34.672
2610,4,18,17,17.731
2611,4,18,18,1.895
2612,4,18,19,0.000
2613,4,18,20,0.000
2614,4,18,21,0.000
2615,4,18,22,0.000
2616,4,18,23,0.000
2617,4,19,0,0.000
2618,4,19,1,0.000
2619,4,19,2,0.000
2620,4,19,3,0.000
2621,4,19,4,0.000
2622,4,19,5,0.000
2623,4,19,6,4.377
2624,4,19,7,21.285
2625,4,19,8,39.336
2626,4,19,9,53.208
2627,4,19,10,61.226
2628,4,19,11,77.705
2629,4,19,12,85.169
2630,4,19,13,81.296
2631,4,19,14,73.468
2632,4,19,15,61.634
2633,4,19,16,42.368
2634,4,19,17,20.420
2635,4,19,18,3.519
2636,4,19,19,0.000
2637,4,19,20,0.000
2638,4,19,21,0.000
2639,4,19,22,0.000
2640,4,19,23,0.000
2641,4,20,0,0.000
2642,4,20,1,0.000
2643,4,20,2,0.000
2644,4,20,3,0.000
2645,4,20,4,0.000
2646,4,20,5,0.000
2647,4,20,6,4.919
2648,4,20,7,23.791
2649,4,20,8,43.351
2650,4,20,9,64.623
2651,4,20,10,79.782
2652,4,20,11,85.994
2653,4,20,12,86.726
2654,4,20,13,67.502
2655,4,20,14,60.580
2656,4,20,15,51.599
2657,4,20,16,43.448
2658,4,20,17,20.463
2659,4,20,18,3.245
2660,4,20,19,0.000
2661,4,20,20,0.000
2662,4,20,21,0.000
2663,4,20,22,0.000
2664,4,20,23,0.000
2665,4,21,0,0.000
2666,4,21,1,0.000
2667,4,21,2,0.000
2668,4,21,3,0.000
2669,4,21,4,0.000
2670,4,21,5,0.000
2671,4,21,6,5.997
2672,4,21,7,28.047
2673,4,21,8,46.210
2674,4,21,9,57.403
2675,4,21,10,70.261
2676,4,21,11,80.414
2677,4,21,12,96.669
2678,4,21,13,83.131
2679,4,21,14,63.930
2680,4,21,15,55.120
2681,4,21,16,38.859
2682,4,21,17,24.622
2683,4,21,18,3.710
2684,4,21,19,0.000
2685,4,21,20,0.000
2686,4,21,21,0.000
2687,4,21,22,0.000
2688,4,21,23,0.000
2689,4,22,0,0.000
2690,4,22,1,0.000
2691,4,22,2,0.000
2692,4,22,3,0.000
2693,4,22,4,0.000
2694,4,22,5,0.000
2695,4,22,6,5.703
2696,4,22,7,21.541
2697,4,22,8,39.768
2698,4,22,9,46.023
2699,4,22,10,58.695
2700,4,22,11,83.830
2701,4,22,12,89.800
2702,4,22,13,81.349
2703,4,22,14,71.680
2704,4,22,15,63.762
2705,4,22,16,34.490
2706,4,22,17,18.328
2707,4,22,18,3.452
2708,4,22,19,0.000
2709,4,22,20,0.000
2710,4,22,21,0.000
2711,4,22,22,0.000
2712,4,22,23,0.000
2713,4,23,0,0.000
2714,4,23,1,0.000
2715,4,23,2,0.000
2716,4,23,3,0.000
2717,4,23,4,0.000
2718,4,23,5,0.000
2719,4,23,6,3.598
2720,4,23,7,16.670
2721,4,23,8,26.705
2722,4,23,9,38.834
2723,4,23,10,47.692
2724,4,23,11,55.423
2725,4,23,12,61.190
2726,4,23,13,33.493
2727,4,23,14,24.350
2728,4,23,15,28.583
2729,4,23,16,24.051
2730,4,23,17,13.412
2731,4,23,18,2.733
2732,4,23,19,0.000
2733,4,23,20,0.000
2734,4,23,21,0.000
2735,4,23,22,0.000
2736,4,23,23,0.000
2737,4,24,0,0.000
2738,4,24,1,0.000
2739,4,24,2,0.000
2740,4,24,3,0.000
2741,4,24,4,0.000
2742,4,24,5,0.000
2743,4,24,6,6.359
2744,4,24,7,17.623
2745,4,24,8,39.036
2746,4,24,9,48.549
2747,4,24,10,44.700
2748,4,24,11,22.103
2749,4,24,12,25.113
2750,4,24,13,25.841
2751,4,24,14,41.562
2752,4,24,15,25.096
2753,4,24,16,23.545
2754,4,24,17,14.398
2755,4,24,18,5.422
2756,4,24,19,0.000
2757,4,24,20,0.000
2758,4,24,21,0.000
2759,4,24,22,0.000
2760,4,24,23,0.000
2761,4,25,0,0.000
2762,4,25,1,0.000
2763,4,25,2,0.000
2764,4,25,3,0.000
2765,4,25,4,0.000
2766,4,25,5,0.132
2767,4,25,6,6.412
2768,4,25,7,27.511
2769,4,25,8,51.601
2770,4,25,9,58.652
2771,4,25,10,63.213
2772,4,25,11,53.657
2773,4,25,12,67.255
2774,4,25,13,65.762
2775,4,25,14,49.335
2776,4,25,15,47.769
2777,4,25,16,25.878
2778,4,25,17,14.087
2779,4,25,18,3.523
2780,4,25,19,0.000
2781,4,25,20,0.000
2782,4,25,21,0.000
2783,4,25,22,0.000
2784,4,25,23,0.000
2785,4,26,0,0.000
2786,4,26,1,0.000
2787,4,26,2,0.000
2788,4,26,3,0.000
2789,4,26,4,0.000
2790,4,26,5,0.113
2791,4,26,6,5.389
2792,4,26,7,14.620
2793,4,26,8,30.007
2794,4,26,9,33.568
2795,4,26,10,53.033
2796,4,26,11,51.075
2797,4,26,12,48.648
2798,4,26,13,43.126
2799,4,26,14,17.829
2800,4,26,15,40.993
2801,4,26,16,16.637
2802,4,26,17,10.348
2803,4,26,18,5.156
2804,4,26,19,0.000
2805,4,26,20,0.000
2806,4,26,21,0.000
2807,4,26,22,0.000
2808,4,26,23,0.000
2809,4,27,0,0.000
2810,4,27,1,0.000
2811,4,27,2,0.000
2812,4,27,3,0.000
2813,4,27,4,0.000
2814,4,27,5,0.180
2815,4,27,6,7.065
2816,4,27,7,18.491
2817,4,27,8,30.688
2818,4,27,9,44.979
2819,4,27,10,54.364
2820,4,27,11,60.470
2821,4,27,12,42.153
2822,4,27,13,52.636
2823,4,27,14,42.298
2824,4,27,15,32.182
2825,4,27,16,24.137
2826,4,27,17,13.958
2827,4,27,18,4.440
2828,4,27,19,0.000
2829,4,27,20,0.000
2830,4,27,21,0.000
2831,4,27,22,0.000
2832,4,27,23,0.000
2833,4,28,0,0.000
2834,4,28,1,0.000
2835,4,28,2,0.000
2836,4,28,3,0.000
2837,4,28,4,0.000
2838,4,28,5,0.273
2839,4,28,6,5.664
2840,4,28,7,27.175
2841,4,28,8,50.805
2842,4,28,9,58.438
2843,4,28,10,59.349
2844,4,28,11,48.824
2845,4,28,12,69.769
2846,4,28,13,48.484
2847,4,28,14,36.986
2848,4,28,15,45.299
2849,4,28,16,29.044
2850,4,28,17,11.925
2851,4,28,18,4.175
2852,4,28,19,0.000
2853,4,28,20,0.000
2854,4,28,21,0.000
2855,4,28,22,0.000
2856,4,28,23,0.000
2857,4,29,0,0.000
2858,4,29,1,0.000
2859,4,29,2,0.000
2860,4,29,3,0.000
2861,4,29,4,0.000
2862,4,29,5,0.344
2863,4,29,6,8.028
2864,4,29,7,21.807
2865,4,29,8,33.356
2866,4,29,9,56.707
2867,4,29,10,55.947
2868,4,29,11,71.906
2869,4,29,12,68.745
2870,4,29,13,66.578
2871,4,29,14,50.373
2872,4,29,15,43.615
2873,4,29,16,25.669
2874,4,29,17,19.520
2875,4,29,18,2.866
2876,4,29,19,0.032
2877,4,29,20,0.000
2878,4,29,21,0.000
2879,4,29,22,0.000
2880,4,29,23,0.000
2881,4,30,0,0.000
2882,4,30,1,0.000
2883,4,30,2,0.000
2884,4,30,3,0.000
2885,4,30,4,0.000
2886,4,30,5,0.514
2887,4,30,6,4.911
2888,4,30,7,21.851
2889,4,30,8,39.843
2890,4,30,9,45.124
2891,4,30,10,58.650
2892,4,30,11,53.920
2893,4,30,12,60.223
2894,4,30,13,59.577
2895,4,30,14,48.631
2896,4,30,15,34.071
2897,4,30,16,21.086
2898,4,30,17,11.902
2899,4,30,18,3.849
2900,4,30,19,0.060
2901,4,30,20,0.000
2902,4,30,21,0.000
2903,4,30,22,0.000
2904,4,30,23,0.000
2905,5,1,0,0.000
2906,5,1,1,0.000
2907,5,1,2,0.000
2908,5,1,3,0.000
2909,5,1,4,0.000
2910,5,1,5,0.317
2911,5,1,6,5.646
2912,5,1,7,17.383
2913,5,1,8,27.374
2914,5,1,9,29.981
2915,5,1,10,54.927
2916,5,1,11,48.102
2917,5,1,12,66.395
2918,5,1,13,45.013
2919,5,1,14,38.904
2920,5,1,15,42.054
2921,5,1,16,26.899
2922,5,1,17,11.604
2923,5,1,18,4.797
2924,5,1,19,0.084
2925,5,1,20,0.000
2926,5,1,21,0.000
2927,5,1,22,0.000
2928,5,1,23,0.000
2929,5,2,0,0.000
2930,5,2,1,0.000
2931,5,2,2,0.000
2932,5,2,3,0.000
2933,5,2,4,0.000
2934,5,2,5,0.446
2935,5,2,6,4.624
2936,5,2,7,16.948
2937,5,2,8,35.598
2938,5,2,9,53.471
2939,5,2,10,70.075
2940,5,2,11,74.363
2941,5,2,12,59.206
2942,5,2,13,59.457
2943,5,2,14,39.083
2944,5,2,15,32.325
2945,5,2,16,19.849
2946,5,2,17,11.935
2947,5,2,18,4.241
2948,5,2,19,0.105
2949,5,2,20,0.000
2950,5,2,21,0.000
2951,5,2,22,0.000
2952,5,2,23,0.000
2953,5,3,0,0.000
2954,5,3,1,0.000
2955,5,3,2,0.000
2956,5,3,3,0.000
2957,5,3,4,0.000
2958,5,3,5,1.123
2959,5,3,6,8.431
2960,5,3,7,30.542
2961,5,3,8,54.902
2962,5,3,9,67.135
2963,5,3,10,62.085
2964,5,3,11,80.385
2965,5,3,12,82.843
2966,5,3,13,76.411
2967,5,3,14,55.103
2968,5,3,15,49.133
2969,5,3,16,38.107
2970,5,3,17,21.640
2971,5,3,18,4.351
2972,5,3,19,0.120
2973,5,3,20,0.000
2974,5,3,21,0.000
2975,5,3,22,0.000
2976,5,3,23,0.000
2977,5,4,0,0.000
2978,5,4,1,0.000
2979,5,4,2,0.000
2980,5,4,3,0.000
2981,5,4,4,0.000
2982,5,4,5,1.385
2983,5,4,6,7.065
2984,5,4,7,25.588
2985,5,4,8,50.069
2986,5,4,9,67.430
2987,5,4,10,65.111
2988,5,4,11,63.532
2989,5,4,12,80.822
2990,5,4,13,65.226
2991,5,4,14,59.506
2992,5,4,15,67.883
2993,5,4,16,50.489
2994,5,4,17,21.093
2995,5,4,18,6.013
2996,5,4,19,0.219
2997,5,4,20,0.000
2998,5,4,21,0.000
2999,5,4,22,0.000
3000,5,4,23,0.000
3001,5,5,0,0.000
3002,5,5,1,0.000
3003,5,5,2,0.000
3004,5,5,3,0.000
3005,5,5,4,0.000
3006,5,5,5,1.121
3007,5,5,6,7.475
3008,5,5,7,16.847
3009,5,5,8,33.519
3010,5,5,9,37.944
3011,5,5,10,44.506
3012,5,5,11,37.582
3013,5,5,12,37.177
3014,5,5,13,43.073
3015,5,5,14,35.318
3016,5,5,15,36.001
3017,5,5,16,27.728
3018,5,5,17,13.178
3019,5,5,18,4.884
3020,5,5,19,0.028
3021,5,5,20,0.000
3022,5,5,21,0.000
3023,5,5,22,0.000
3024,5,5,23,0.000
3025,5,6,0,0.000
3026,5,6,1,0.000
3027,5,6,2,0.000
3028,5,6,3,0.000
3029,5,6,4,0.000
3030,5,6,5,1.374
3031,5,6,6,9.246
3032,5,6,7,26.491
3033,5,6,8,45.582
3034,5,6,9,60.665
3035,5,6,10,63.988
3036,5,6,11,67.891
3037,5,6,12,77.425
3038,5,6,13,72.221
3039,5,6,14,73.693
3040,5,6,15,61.962
3041,5,6,16,39.231
3042,5,6,17,20.017
3043,5,6,18,7.125
3044,5,6,19,0.514
3045,5,6,20,0.000
3046,5,6,21,0.000
3047,5,6,22,0.000
3048,5,6,23,0.000
3049,5,7,0,0.000
3050,5,7,1,0.000
3051,5,7,2,0.000
3052,5,7,3,0.000
3053,5,7,4,0.000
3054,5,7,5,1.574
3055,5,7,6,8.203
3056,5,7,7,23.707
3057,5,7,8,40.276
3058,5,7,9,56.646
3059,5,7,10,55.676
3060,5,7,11,64.739
3061,5,7,12,59.617
3062,5,7,13,46.414
3063,5,7,14,29.809
3064,5,7,15,26.374
3065,5,7,16,23.103
3066,5,7,17,10.206
3067,5,7,18,6.068
3068,5,7,19,0.462
3069,5,7,20,0.000
3070,5,7,21,0.000
3071,5,7,22,0.000
3072,5,7,23,0.000
3073,5,8,0,0.000
3074,5,8,1,0.000
3075,5,8,2,0.000
3076,5,8,3,0.000
3077,5,8,4,0.000
3078,5,8,5,0.915
3079,5,8,6,3.889
3080,5,8,7,14.708
3081,5,8,8,26.143
3082,5,8,9,42.740
3083,5,8,10,30.774
3084,5,8,11,37.684
3085,5,8,12,49.824
3086,5,8,13,42.506
3087,5,8,14,40.294
3088,5,8,15,41.680
3089,5,8,16,30.535
3090,5,8,17,19.735
3091,5,8,18,4.308
3092,5,8,19,0.576
3093,5,8,20,0.000
3094,5,8,21,0.000
3095,5,8,22,0.000
3096,5,8,23,0.000
3097,5,9,0,0.000
3098,5,9,1,0.000
3099,5,9,2,0.000
3100,5,9,3,0.000
3101,5,9,4,0.000
3102,5,9,5,1.944
3103,5,9,6,8.768
3104,5,9,7,24.683
3105,5,9,8,42.650
3106,5,9,9,54.619
3107,5,9,10,55.268
3108,5,9,11,61.036
3109,5,9,12,73.789
3110,5,9,13,72.935
3111,5,9,14,80.132
3112,5,9,15,59.466
3113,5,9,16,35.112
3114,5,9,17,16.523
3115,5,9,18,5.110
3116,5,9,19,0.385
3117,5,9,20,0.000
3118,5,9,21,0.000
3119,5,9,22,0.000
3120,5,9,23,0.000
3121,5,10,0,0.000
3122,5,10,1,0.000
3123,5,10,2,0.000
3124,5,10,3,0.000
3125,5,10,4,0.000
3126,5,10,5,1.659
3127,5,10,6,8.038
3128,5,10,7,16.435
3129,5,10,8,43.170
3130,5,10,9,52.326
3131,5,10,10,68.747
3132,5,10,11,71.722
3133,5,10,12,82.133
3134,5,10,13,47.889
3135,5,10,14,70.464
3136,5,10,15,51.565
3137,5,10,16,38.029
3138,5,10,17,20.438
3139,5,10,18,5.241
3140,5,10,19,0.732
3141,5,10,20,0.000
3142,5,10,21,0.000
3143,5,10,22,0.000
3144,5,10,23,0.000
3145,5,11,0,0.000
3146,5,11,1,0.000
3147,5,11,2,0.000
3148,5,11,3,0.000
3149,5,11,4,0.000
3150,5,11,5,1.387
3151,5,11,6,7.800
3152,5,11,7,23.531
3153,5,11,8,35.152
3154,5,11,9,44.133
3155,5,11,10,50.984
3156,5,11,11,66.106
3157,5,11,12,67.634
3158,5,11,13,54.106
3159,5,11,14,50.508
3160,5,11,15,45.813
3161,5,11,16,37.821
3162,5,11,17,19.767
3163,5,11,18,4.546
3164,5,11,19,0.655
3165,5,11,20,0.000
3166,5,11,21,0.000
3167,5,11,22,0.000
3168,5,11,23,0.000
3169,5,12,0,0.000
3170,5,12,1,0.000
3171,5,12,2,0.000
3172,5,12,3,0.000
3173,5,12,4,0.000
3174,5,12,5,2.085
3175,5,12,6,10.995
3176,5,12,7,28.560
3177,5,12,8,49.854
3178,5,12,9,59.156
3179,5,12,10,77.355
3180,5,12,11,84.398
3181,5,12,12,86.534
3182,5,12,13,72.771
3183,5,12,14,85.198
3184,5,12,15,77.341
3185,5,12,16,50.625
3186,5,12,17,25.508
3187,5,12,18,7.679
3188,5,12,19,1.317
3189,5,12,20,0.000
3190,5,12,21,0.000
3191,5,12,22,0.000
3192,5,12,23,0.000
3193,5,13,0,0.000
3194,5,13,1,0.000
3195,5,13,2,0.000
3196,5,13,3,0.000
3197,5,13,4,0.000
3198,5,13,5,2.199
3199,5,13,6,11.179
3200,5,13,7,34.992
3201,5,13,8,61.862
3202,5,13,9,77.693
3203,5,13,10,86.227
3204,5,13,11,75.424
3205,5,13,12,85.190
3206,5,13,13,83.972
3207,5,13,14,68.055
3208,5,13,15,58.281
3209,5,13,16,50.844
3210,5,13,17,21.700
3211,5,13,18,6.024
3212,5,13,19,1.422
3213,5,13,20,0.000
3214,5,13,21,0.000
3215,5,13,22,0.000
3216,5,13,23,0.000
3217,5,14,0,0.000
3218,5,14,1,0.000
3219,5,14,2,0.000
3220,5,14,3,0.000
3221,5,14,4,0.000
3222,5,14,5,1.814
3223,5,14,6,8.276
3224,5,14,7,25.030
3225,5,14,8,48.254
3226,5,14,9,67.935
3227,5,14,10,77.832
3228,5,14,11,83.988
3229,5,14,12,95.836
3230,5,14,13,89.344
3231,5,14,14,76.507
3232,5,14,15,57.767
3233,5,14,16,36.582
3234,5,14,17,13.700
3235,5,14,18,4.306
3236,5,14,19,0.881
3237,5,14,20,0.000
3238,5,14,21,0.000
3239,5,14,22,0.000
3240,5,14,23,0.000
3241,5,15,0,0.000
3242,5,15,1,0.000
3243,5,15,2,0.000
3244,5,15,3,0.000
3245,5,15,4,0.000
3246,5,15,5,1.674
3247,5,15,6,7.981
3248,5,15,7,16.727
3249,5,15,8,37.813
3250,5,15,9,46.312
3251,5,15,10,42.380
3252,5,15,11,53.940
3253,5,15,12,53.590
3254,5,15,13,64.616
3255,5,15,14,67.973
3256,5,15,15,50.597
3257,5,15,16,45.558
3258,5,15,17,21.274
3259,5,15,18,6.946
3260,5,15,19,1.461
3261,5,15,20,0.000
3262,5,15,21,0.000
3263,5,15,22,0.000
3264,5,15,23,0.000
3265,5,16,0,0.000
3266,5,16,1,0.000
3267,5,16,2,0.000
3268,5,16,3,0.000
3269,5,16,4,0.000
3270,5,16,5,1.312
3271,5,16,6,8.530
3272,5,16,7,23.152
3273,5,16,8,30.568
3274,5,16,9,39.755
3275,5,16,10,57.180
3276,5,16,11,65.477
3277,5,16,12,60.386
3278,5,16,13,53.608
3279,5,16,14,49.284
3280,5,16,15,25.677
3281,5,16,16,25.678
3282,5,16,17,10.378
3283,5,16,18,5.619
3284,5,16,19,0.980
3285,5,16,20,0.000
3286,5,16,21,0.000
3287,5,16,22,0.000
3288,5,16,23,0.000
3289,5,17,0,0.000
3290,5,17,1,0.000
3291,5,17,2,0.000
